site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","52.402203","-1.245983","CV23 0WE","Central Park","2 Central Park Drive, Central Park, Rugby, CV23 0WE","","","https://www.brewersfayre.co.uk//en-gb/locations/warwickshire/central-park"
"Brewersfayre","51.47843","-2.132013","SN14 6UZ","Cepen Park","West Cepen Way, Chippenham, Wiltshire, SN14 6UZ","","","https://www.brewersfayre.co.uk//en-gb/locations/wiltshire/cepen-park"
"Brewersfayre","51.490883","0.290709","RM16 6YJ","Chafford Hundred","Fleming Road, Unicorn Estate, Chafford Hundred, Grays, RM16 6YJ","","","https://www.brewersfayre.co.uk//en-gb/locations/essex/chafford-hundred"
"Brewersfayre","53.399643","-2.815354","L36 6AD","Chapel Brook","Wilson Road, Tarbock, Liverpool, L36 6AD","","","https://www.brewersfayre.co.uk//en-gb/locations/merseyside/chapel-brook"
"Brewersfayre","51.531307","0.150204","RM9 6YS","Chequers Corner","2 New Road, Dagenham, Essex, RM9 6YS","","","https://www.brewersfayre.co.uk//en-gb/locations/essex/dagenham"
"Brewersfayre","53.511913","-1.103804","DN4 7NW","Cheswold Lodge","Doncaster Leisure Park, Herten Way, Bawtry Road, Doncaster, DN4 7NW","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/cheswold-lodge"
"Brewersfayre","53.55423","-2.132893","OL1 2PA","Clayton Green","Westwood Retail Park, Chadderton, Oldham, OL1 2PA","","","https://www.brewersfayre.co.uk//en-gb/locations/lancashire/clayton-green"
"Brewersfayre","53.543489","-0.011502","DN35 0AO","Cleethorpes","Meridian Point, Kings Road, Cleethorpes, DN35 0AO","","","https://www.brewersfayre.co.uk//en-gb/locations/lincolnshire/cleethorpes"
"Brewersfayre","52.729691","-2.439888","TF2 8LE","Clock Tower","Donnington Wood Way, Donnington, Telford, TF2 8LE","","","https://www.brewersfayre.co.uk//en-gb/locations/newport/clock-tower"
"Brewersfayre","53.463858","-2.35395","M17 8WW","Coach House","Trafford Centre, Wilderspool Wood, Manchester, M17 8WW","","","https://www.brewersfayre.co.uk//en-gb/locations/lancashire/coach-house"
"Brewersfayre","54.064148","-2.786751","LA1 3PE","Cottams Field","Caton Road, Lancaster, Lancashire, LA1 3PE","","","https://www.brewersfayre.co.uk//en-gb/locations/lancashire/cottams-field"
